id,created_at,text,is_propaganda
1514553915580329988,2022-04-14 10:39:27+00:00,"Жінку, яка тримала в руках плакат Марін Ле Пен і президента Путіна, витягли з прес-конференції

https://t.co/TdCyL6Nybv",False
1510803460320632839,2022-04-04 02:16:28+00:00,"⚡️Зеленський: У Маріуполі опинилися близько 150 тисяч людей.

Президент України Володимир Зе в інтерв’ю CBS… https://t.co/XIeCe5LqrM",False
1475560113536741379,2021-12-27 20:12:00+00:00,"RT @natomission_ru: 🇷🇺#Заступник МЗС Росії Сергій #Рябков: Ми повинні зупинити розширення #НАТО на схід, виключити вступ України в НАТО, гарантувати…",True
1527722359314075649,2022-05-20 18:46:08+00:00,"#Азовсталь повністю звільнена – російські військові

Більше: https://t.co/wvlGj8roiM https://t.co/7RCQR0Xmnf",True
1517110124325879808,2022-04-21 11:56:54+00:00,"RT @BloombergUK: «У нього майже піна з рота»

Пірс Морган каже, що Дональд Трамп був схожий на Дона Корлеоне з «Хрещеного батька», коли вони…",False
1512460258270068737,2022-04-08 16:00:00+00:00,'Напружена битва' | Російська армія оточила останніх націоналістів у Маріуполі https://t.co/hg8iQSl3c6,True
1518711453993340928,2022-04-25 22:00:01+00:00,"ФСБ Росії оприлюднила кадри, які демонструють арешт української групи, яка планувала вбивство Росії… https://t.co/YHozZqllvy",True
1526240241882996741,2022-05-16 16:36:44+00:00,"Сотні активістів зібралися у Вашингтоні, округ Колумбія, щоб відзначити 74-ту річницю Дня Палестини Накба, про… https://t.co/1HXyqAqyVz",True
1515264005278998532,2022-04-16 09:41:05+00:00,Основні висновки ООН щодо зміни клімату широко тлумачилися невірно https://t.co/LzANC2rEKD,False
1525075889612111873,2022-05-13 11:30:01+00:00,"Фінляндія зважує на загрозу Росії

Представник Фінляндії в НАТО каже, що з боку Росії немає жодної «нерегулярної діяльності»… https://t.co/3iC5q7EgYh",True
1528350975710437378,2022-05-22 12:24:02+00:00,"Юристи двох європейських туристів стверджували, що потрібна додаткова інформація про стародавні уламки, знайдені в їхньому полі… https://t.co/2rWmGLoEA1",False
1510284698370596866,2022-04-02 15:55:06+00:00,"Чи маємо ми переробляти тести на Covid?

https://t.co/jeH6AR88IK https://t.co/R8v6YVFV7n",False
1516540933126475780,2022-04-19 22:15:09+00:00,"Метро Нью-Йорка, аеропорти JFK і LaGuardia? Маски.

NJ Transit та аеропорт Ньюарка? Ніяких масок.

Ось як це… https://t.co/xz55ukFc6P",False
1524788994718027777,2022-05-12 16:30:00+00:00,"США вчинили злочини проти дітей корінних народів – звіт

Читайте: https://t.co/ooOjacf8sJ https://t.co/2kRC6j2xyn",True
1512528207173586946,2022-04-08 20:30:00+00:00,"Словаччина надсилає Україні ЗРК С-300 радянського виробництва

Деталі: https://t.co/G1ACHu4sEm https://t.co/2ePGkvyaYj",True
1520251664384462848,2022-04-30 04:00:16+00:00,"⚡️Лавров: Зняття санкцій проти Росії в рамках переговорів з Україною.

Міністр закордонних справ Росії Сергій Лав… https://t.co/eM5xMbRWKg",False
1515963342875201537,2022-04-18 08:00:00+00:00,"Після капітуляції заводу Ілліча територію заповнили трупи мирних жителів, якими користувався Маріуполь… https://t.co/dM1VY1C91C",True
1520033912755568643,2022-04-29 13:35:00+00:00,"Адміністрація Байдена хоче покласти край суперечливій імміграційній політиці епохи Трампа, але поки що... https://t.co/XmSQejQ1e7",False
1514299346749116423,2022-04-13 17:47:53+00:00,"Дружина захопленого українського опозиціонера благає Ердогана

Вона звернулася до президента Туреччини з проханням допомогти у вільній… https://t.co/iFtwHhJZih",True
1501504440867725315,2022-03-09 10:25:29+00:00,💬#Захарова: Мета повернення #України до витоків її суверенітету зафіксована в Декларації незалежності… https://t.co/TAYKsKRPtX,True
1474056126723497992,2021-12-23 16:35:41+00:00,"RT @mfa_russia: 💬 Президент #Путін: Російська економіка витримала шок від пандемії краще, ніж деякі інші країни.

📈 Прогноз ВВП Росії…",True
1511383683139260423,2022-04-05 16:42:04+00:00,Тайгер Вудс зіграє з Masters на Augusta National https://t.co/mwkEWVp3Wu,False
1512641454862049280,2022-04-09 04:00:01+00:00,"Робо отримав цей чарівний дотик! Господи, кінчити пальці! https://t.co/c2Ep7bC5nb",True
1524824808055349253,2022-05-12 18:52:18+00:00,"Згідно зі схемою, покупці зобов’язані вносити євро або долари на рахунок у російському Газпромбанку, який має… https://t.co/ggcySWz9nX",False
1514151411394744321,2022-04-13 08:00:02+00:00,Українські біженці прибувають до румунського порту https://t.co/Jo1r5gdUiv,True
1466002020968681477,2021-12-01 11:11:33+00:00,💬 Посол із особливими особами Геннадій #Аскальдович: Сполучені Штати підігрівають релігійну тему. Вони наклеюють етикетки… https://t.co/DuZUyyjhZP,True
1524553200786886657,2022-05-12 00:53:02+00:00,"⚡️ Губернатор: Росія обстрілює майже кожен населений пункт Донецької області.

Про це повідомив губернатор Донецької області Павло Кириленко… https://t.co/pOeMj3f2lF",False
1507456959057956897,2022-03-25 20:38:40+00:00,"⚡️Поліцейські вилучили 11 танків та іншу зброю у мирних жителів Полтавської області.

За 30 днів повної війни Росії проти… https://t.co/zFlpVQ3R25",False
1512544311149309958,2022-04-08 21:34:00+00:00,"⚡️ BBC: Росія змінює своє військове командування.

За словами неназваного західного чиновника, генерала Олександра Дворнікова, з… https://t.co/Y40ViyGWY6",False
1521683318302982144,2022-05-04 02:49:09+00:00,"Місце зустрічі – ТРЦ «Порт Сіті» в Маріуполі о 8 ранку за місцевим часом, Луначарське коло, неподалік Берди… https://t.co/ejUlPG5UnU",False
1507015896518168578,2022-03-24 15:26:03+00:00,"Втратіть страх, каже нікарагуанський дипломат-дисидент https://t.co/1ubKZ3vTnO",False
1522970729121484800,2022-05-07 16:04:51+00:00,"Канадський снайпер «страшно розчарований» військовою реальністю в Україні

Колишній канадський солдат, відомий як «Валі», має… https://t.co/ZrLcnQCH4Q",True
1515672529272193026,2022-04-17 12:44:25+00:00,"RT @WorldsApart_RT: Все в #журналістиці стосується сприйняття. Завдання полягає в тому, щоб переконатися, що ним не маніпулюють, щоб дати людям поворот…",True
1476490872829222912,2021-12-30 09:50:30+00:00,💬#Захарова: 28 грудня Президент України ввів п’ятирічні санкції проти Першого Незалежного та УкрЛі… https://t.co/JucNcJ0V2W,True
1503490916975271936,2022-03-14 21:59:02+00:00,"83-річну жінку заарештували після того, як у Нью-Йорку знайшли розчленоване тіло https://t.co/keVJBRNGuj",False
1511261620265271296,2022-04-05 08:37:02+00:00,Данія видворила 15 російських дипломатів - Міністр Джеппе Кофод https://t.co/DaKGaWOH2u,True
1526877171092017154,2022-05-18 10:47:40+00:00,"RT @BloombergUK: Депутат, заарештований у зв'язку зі звинуваченням у серйозних сексуальних злочинах, не буде відвідувати Палату громад, поки…",False
1489926835395825664,2022-02-05 11:40:13+00:00,"RT @GGatilov: Маестро Денис #Мацуєв, видатний піаніст і справжній посол 🇷🇺 культури виступив у Женевському залі Вікторія перед великою…",True
1517380226803769344,2022-04-22 05:50:12+00:00,План харчування на півдня важко нагодувати голодних студентів Індії https://t.co/3uOzHj1TBp,False
1524124920506208256,2022-05-10 20:31:12+00:00,"Джордж Сорос дав 1 мільйон доларів губернатору Грузії, який сподівається на керівництво PAC Стейсі Абрамс https://t.co/MLWAh70LuI",False
1512410578031104012,2022-04-08 12:42:35+00:00,"Китай виступає проти ""вибіркових подвійних стандартів і конфронтації з питань прав людини"" ООН

Більше:… https://t.co/DOpQnHCWhT",True
1527701201659252737,2022-05-20 17:22:04+00:00,Чому Шрі-Ланка перебуває в економічній кризі? https://t.co/xw1JZjGjv2,False
1509379964088455175,2022-03-31 04:00:01+00:00,"Росія висловила стурбованість у зв’язку з очевидним використанням українськими військами офіційної машини ООН у боях

ДЕТАЛІ:… https://t.co/mMeDUKK37Y",True
1516042285846249479,2022-04-18 13:13:42+00:00,"⚡️ Росіяни завдали ракетного удару по Краматорську, жертв немає.

Не менше 8 житлових будинків, освіта… https://t.co/omDpLAKLep",False
1522497924139294724,2022-05-06 08:46:06+00:00,"Чотири найбільші ліві партії Франції формують єдиний фронт перед виборами наступного місяця, оскільки опозиція мобілізує… https://t.co/IQdLPo0l3z",False
1520170681933176840,2022-04-29 22:38:28+00:00,"RT @RussiaUN: #Nebenzia: Ми пишаємося тим, що ще у 2017 році Росія🇷🇺 повністю і заздалегідь, під пильним міжнародним контролем виконала всі свої…",True
1515978564650385415,2022-04-18 09:00:29+00:00,"⚡️ Два дні поспіль немає гуманітарних коридорів.

Російські війська не погодилися на пропозицію України про припинення вогню… https://t.co/EgoHWTl0L1",False
1517594086424735744,2022-04-22 20:00:00+00:00,"На тлі безпрецедентного тиску на російські інформаційні агентства західні ЗМІ нарешті знайшли нову мету, яку можна звинуватити в… https://t.co/b3NbxmRDCD",True
1525132065133449216,2022-05-13 15:13:14+00:00,"Сам Горшенін не постраждав, а от операторів Володимира Баталіна та Віктора Мірошнікова госпіталізували з шр… https://t.co/npRs5rvEio",True
1506361039289569291,2022-03-22 20:03:53+00:00,"⚡️Росія притягнула до відповідальності журналіста за повідомлення в соцмережах про напад росіян на Маріупольський пологовий будинок.

Росія… https://t.co/XuBTIsztFt",False
1504349575028617218,2022-03-17 06:51:02+00:00,Чому американські студенти влаштовують прогулянки в масках https://t.co/hkJ1pYnjPA,False
1527236283935907840,2022-05-19 10:34:39+00:00,"RT @business: За словами аналітика Citibank, війна в Україні коштує Росії до 300 мільйонів доларів на день

Останні оновлення: https://t.co/krvyE4V…",False
1508909017082515459,2022-03-29 20:48:38+00:00,"🇷🇺🇫🇷 Президенти Володимир Путін та @EmmanuelMacron провели телефонну розмову.

❗️ Особливу увагу було приділено… https://t.co/2ND55GnTYC",True
1521970455892135936,2022-05-04 21:50:08+00:00,"⚡️Російська ракета влучила в інфраструктуру Кіровоградської області.

Інформація про постраждалих та завданих збитках… https://t.co/PWuhX7e5bs",False
1476494461224030210,2021-12-30 10:04:46+00:00,"💬 #Захарова: Ми вважаємо, що влада Малі має повне право шукати надійних партнерів для забезпечення… https://t.co/ZCEkFptXWO",True
1522312677837750278,2022-05-05 20:30:00+00:00,"Вашингтон не має права говорити своїм громадянам правду, стверджує Ренд Пол

https://t.co/aX2P3zn4eo https://t.co/oBnUNiOPtf",True
1516630408909180939,2022-04-20 04:10:41+00:00,У Європі та США виявлено випадки гепатиту у дітей https://t.co/BqD4F3X6Dm,False
1524353520849276928,2022-05-11 11:39:35+00:00,"⚡️Російські довірені особи просять Путіна анексувати Херсонську область.

Кирило Стремоусов, лідер довірених осіб Кремля в… https://t.co/KMkqsk0TU9",False
1512142616204386313,2022-04-07 18:57:48+00:00,"RT @mission_russian: Посол @Гатилов про вихід Росії з #UNHCR:

💬 Прикро констатувати, що одна група країн…",True
1526616034471342080,2022-05-17 17:30:00+00:00,Імран Хан засуджує американське удушення уряду Пакистану https://t.co/bK0sacAYHb,True
1515360778878128133,2022-04-16 16:05:38+00:00,Адміністрація президента Джо Байдена різко скорочує державні землі США для нових нафтогазових розробок… https://t.co/W5Ccs31PXX,False
1511561838944694273,2022-04-06 04:30:00+00:00,"Опубліковані документи показують, як австралійський уряд ввів громадян в оману

Влада намагалася підірвати цифровий приват… https://t.co/TeFNSyLD6O",True
1524715908865925120,2022-05-12 11:39:35+00:00,"RT @mission_russian: Посол @Gatilov на спеціальній сесії @UN_HRC по Україні:
 
💬 Замість того, щоб обговорювати справжні причини…",True
1514483356297269249,2022-04-14 05:59:04+00:00,"Чи є вірус, який є у всіх нас, викликає розсіяний склероз? https://t.co/xE1fCslLuw",False
1511931778956627969,2022-04-07 05:00:01+00:00,Яке майбутнє чекає на Захід без російських металів? https://t.co/EormZ5ZsOQ,True
1519073587713527809,2022-04-26 21:59:00+00:00,Канада планує надати собі повноваження конфіскувати активи росіян під санкціями та використовувати їх для компенсації жертвам… https://t.co/EevJv7rJpZ,False
1527662672522760193,2022-05-20 14:48:58+00:00,"RT @BloombergUK: ""Це величезний виклик, і це глобальний виклик""

Бізнес-секретар Квасі Квартенг каже, що зовнішні фактори, зокрема…",False
1474398001850458134,2021-12-24 15:14:11+00:00,"RT @saochair: 🎄🥂🎉Усім нашим друзям по всій #Арктиці❄️ та за її межами, #російська команда головування бажає вам розслаблюючого сезону відпусток, Merr…",True
